,customer_id,product_id,purchase_date,page_views,time_spent,category,price,ratings,total_page_views,average_time_spent,total_purchases,recency_of_purchase,average_rating_purchased,average_price_purchased,purchase_month
701,79,109,2023-10-07 00:00:00,23,80,Music,379,3.1,184,80.0,7,81,3.8875,261.625,10
702,83,102,2023-05-17 00:00:00,19,96,Clothing,50,3.8,171,96.0,6,224,3.9555555555555557,471.55555555555554,5
703,70,108,2023-02-23 00:00:00,22,99,Sports,727,3.6,330,99.0,8,307,3.9466666666666668,341.06666666666666,2
704,59,109,2023-07-30 00:00:00,24,95,Music,379,3.1,312,95.0,8,150,3.9538461538461536,431.38461538461536,7
705,5,106,2023-12-03 00:00:00,22,110,Automotive,855,4.2,242,110.0,6,24,4.109090909090909,559.7272727272727,12
706,18,101,2023-09-27 00:00:00,19,137,Electronics,500,4.5,133,137.0,5,91,4.214285714285714,390.42857142857144,9
707,70,102,2023-06-15 00:00:00,22,99,Clothing,50,3.8,330,99.0,8,195,3.9466666666666668,341.06666666666666,6
708,64,110,2023-02-10 00:00:00,19,142,Toys,29,3.5,114,142.0,5,320,3.9499999999999997,662.8333333333334,2
709,95,106,2023-06-04 00:00:00,21,142,Automotive,855,4.2,273,142.0,7,206,3.9076923076923076,393.38461538461536,6
710,25,102,2023-12-17 00:00:00,16,80,Clothing,50,3.8,176,80.0,7,10,3.8818181818181823,315.8181818181818,12
711,4,105,2023-10-29 00:00:00,15,80,Electronics,800,4.8,240,80.0,6,59,4.04375,282.125,10
712,70,110,2023-12-03 00:00:00,22,99,Toys,29,3.5,330,99.0,8,24,3.9466666666666668,341.06666666666666,12
713,41,109,2023-11-11 00:00:00,20,82,Music,379,3.1,180,82.0,6,46,3.7666666666666666,293.77777777777777,11
714,37,103,2023-06-01 00:00:00,19,86,Home & Kitchen,200,4.2,266,86.0,8,209,4.071428571428571,504.85714285714283,6
715,59,109,2023-09-12 00:00:00,24,95,Music,379,3.1,312,95.0,8,106,3.9538461538461536,431.38461538461536,9
716,50,104,2023-08-31 00:00:00,18,101,Beauty,30,4.0,162,101.0,6,118,3.8000000000000003,336.6666666666667,8
717,56,104,2023-08-23 00:00:00,15,106,Beauty,30,4.0,75,106.0,4,126,4.18,341.8,8
718,25,108,2023-09-03 00:00:00,16,80,Sports,727,3.6,176,80.0,7,115,3.8818181818181823,315.8181818181818,9
719,34,105,2023-01-19 00:00:00,28,81,Electronics,800,4.8,364,81.0,8,342,4.023076923076923,546.0,1
720,19,109,2023-12-11 00:00:00,22,150,Music,379,3.1,242,150.0,7,16,3.9454545454545453,356.45454545454544,12
721,98,104,2023-08-28 00:00:00,29,102,Beauty,30,4.0,232,102.0,5,121,4.1875,485.375,8
722,79,104,2023-11-17 00:00:00,23,80,Beauty,30,4.0,184,80.0,7,40,3.8875,261.625,11
723,8,102,2023-06-25 00:00:00,20,104,Clothing,50,3.8,240,104.0,7,185,3.8249999999999997,313.75,6
724,54,108,2023-12-20 00:00:00,29,128,Sports,727,3.6,406,128.0,7,7,4.171428571428572,385.42857142857144,12
725,47,106,2023-01-25 00:00:00,18,123,Automotive,855,4.2,234,123.0,8,336,3.8307692307692305,379.61538461538464,1
726,34,106,2023-07-30 00:00:00,28,81,Automotive,855,4.2,364,81.0,8,150,4.023076923076923,546.0,7
727,82,108,2023-10-24 00:00:00,30,147,Sports,727,3.6,360,147.0,7,64,4.133333333333334,501.75,10
728,30,108,2023-05-18 00:00:00,23,103,Sports,727,3.6,299,103.0,10,223,3.930769230769231,395.38461538461536,5
729,13,104,2023-11-25 00:00:00,22,134,Beauty,30,4.0,264,134.0,7,32,4.083333333333333,430.1666666666667,11
730,47,103,2023-07-19 00:00:00,18,123,Home & Kitchen,200,4.2,234,123.0,8,161,3.8307692307692305,379.61538461538464,7
731,33,102,2023-10-25 00:00:00,24,118,Clothing,50,3.8,264,118.0,7,63,3.7818181818181817,409.09090909090907,10
732,35,103,2023-10-03 00:00:00,23,90,Home & Kitchen,200,4.2,230,90.0,6,85,3.8,256.4,10
733,88,110,2023-08-03 00:00:00,23,97,Toys,29,3.5,322,97.0,8,146,3.8214285714285716,472.64285714285717,8
734,26,106,2023-11-20 00:00:00,21,146,Automotive,855,4.2,189,146.0,8,37,3.933333333333333,363.3333333333333,11
735,47,109,2023-05-08 00:00:00,18,123,Music,379,3.1,234,123.0,8,233,3.8307692307692305,379.61538461538464,5
736,53,109,2023-04-30 00:00:00,18,86,Music,379,3.1,108,86.0,4,241,3.6833333333333336,580.8333333333334,4
737,65,109,2023-11-19 00:00:00,22,90,Music,379,3.1,154,90.0,4,38,3.5714285714285716,554.8571428571429,11
738,77,103,2023-08-04 00:00:00,20,132,Home & Kitchen,200,4.2,200,132.0,5,145,4.08,464.2,8
739,74,103,2023-08-24 00:00:00,15,106,Home & Kitchen,200,4.2,165,106.0,9,125,3.8363636363636364,357.0,8
740,19,109,2023-01-25 00:00:00,22,150,Music,379,3.1,242,150.0,7,336,3.9454545454545453,356.45454545454544,1
741,5,105,2023-03-26 00:00:00,22,110,Electronics,800,4.8,242,110.0,6,276,4.109090909090909,559.7272727272727,3
742,8,102,2023-06-13 00:00:00,20,104,Clothing,50,3.8,240,104.0,7,197,3.8249999999999997,313.75,6
743,4,102,2023-02-02 00:00:00,15,80,Clothing,50,3.8,240,80.0,6,328,4.04375,282.125,2
744,49,101,2023-10-18 00:00:00,16,127,Electronics,500,4.5,160,127.0,8,70,3.9799999999999995,476.7,10
745,77,103,2023-02-12 00:00:00,20,132,Home & Kitchen,200,4.2,200,132.0,5,318,4.08,464.2,2
746,38,102,2023-12-15 00:00:00,18,118,Clothing,50,3.8,180,118.0,6,12,3.62,290.8,12
747,49,108,2023-02-07 00:00:00,16,127,Sports,727,3.6,160,127.0,8,323,3.9799999999999995,476.7,2
748,83,101,2023-08-17 00:00:00,19,96,Electronics,500,4.5,171,96.0,6,132,3.9555555555555557,471.55555555555554,8
749,52,103,2023-12-05 00:00:00,18,93,Home & Kitchen,200,4.2,216,93.0,6,22,3.891666666666667,389.3333333333333,12
750,50,110,2023-02-25 00:00:00,18,101,Toys,29,3.5,162,101.0,6,305,3.8000000000000003,336.6666666666667,2
751,72,104,2023-12-29 00:00:00,17,116,Beauty,30,4.0,204,116.0,7,-2,3.783333333333333,243.58333333333334,12
752,91,105,2023-02-05 00:00:00,22,142,Electronics,800,4.8,198,142.0,6,325,4.144444444444444,635.6666666666666,2
753,50,110,2023-12-22 00:00:00,18,101,Toys,29,3.5,162,101.0,6,5,3.8000000000000003,336.6666666666667,12
754,30,104,2023-03-07 00:00:00,23,103,Beauty,30,4.0,299,103.0,10,295,3.930769230769231,395.38461538461536,3
755,4,101,2023-12-16 00:00:00,15,80,Electronics,500,4.5,240,80.0,6,11,4.04375,282.125,12
756,75,101,2023-05-29 00:00:00,19,92,Electronics,500,4.5,152,92.0,5,212,4.0,440.625,5
757,85,107,2023-08-18 00:00:00,25,142,Books,783,3.8,200,142.0,6,131,4.0125,562.75,8
758,66,105,2023-12-22 00:00:00,18,92,Electronics,800,4.8,198,92.0,7,5,4.209090909090909,472.8181818181818,12
759,21,104,2023-10-30 00:00:00,23,114,Beauty,30,4.0,345,114.0,8,58,4.073333333333333,369.46666666666664,10
760,81,104,2023-12-21 00:00:00,16,141,Beauty,30,4.0,240,141.0,9,6,3.966666666666667,396.1333333333333,12
761,43,102,2023-04-02 00:00:00,30,89,Clothing,50,3.8,240,89.0,6,269,3.925,452.0,4
762,29,101,2023-03-04 00:00:00,29,113,Electronics,500,4.5,261,113.0,7,298,3.7333333333333334,508.77777777777777,3
763,27,108,2023-03-04 00:00:00,22,92,Sports,727,3.6,264,92.0,9,298,3.9250000000000003,480.4166666666667,3
764,88,109,2023-09-09 00:00:00,23,97,Music,379,3.1,322,97.0,8,109,3.8214285714285716,472.64285714285717,9
765,53,107,2023-03-20 00:00:00,18,86,Books,783,3.8,108,86.0,4,282,3.6833333333333336,580.8333333333334,3
766,49,103,2023-12-29 00:00:00,16,127,Home & Kitchen,200,4.2,160,127.0,8,-2,3.9799999999999995,476.7,12
767,67,109,2023-06-08 00:00:00,29,144,Music,379,3.1,261,144.0,6,202,3.811111111111111,444.1111111111111,6
768,10,109,2023-12-14 00:00:00,18,147,Music,379,3.1,180,147.0,6,13,3.9799999999999995,519.7,12
769,3,110,2023-02-21 00:00:00,30,150,Toys,29,3.5,240,150.0,5,309,3.7125,496.25,2
770,90,107,2023-01-05 00:00:00,16,89,Books,783,3.8,176,89.0,6,356,3.9181818181818184,370.09090909090907,1
771,91,105,2023-07-16 00:00:00,22,142,Electronics,800,4.8,198,142.0,6,164,4.144444444444444,635.6666666666666,7
772,69,102,2023-08-22 00:00:00,17,102,Clothing,50,3.8,119,102.0,6,127,3.7142857142857144,209.28571428571428,8
773,11,109,2023-10-25 00:00:00,26,124,Music,379,3.1,312,124.0,5,63,3.7916666666666665,405.0,10
774,13,106,2023-09-17 00:00:00,22,134,Automotive,855,4.2,264,134.0,7,101,4.083333333333333,430.1666666666667,9
775,98,105,2023-06-17 00:00:00,29,102,Electronics,800,4.8,232,102.0,5,193,4.1875,485.375,6
776,38,104,2023-04-11 00:00:00,18,118,Beauty,30,4.0,180,118.0,6,260,3.62,290.8,4
777,40,106,2023-05-22 00:00:00,18,131,Automotive,855,4.2,216,131.0,7,219,4.166666666666667,462.8333333333333,5
778,33,108,2023-10-28 00:00:00,24,118,Sports,727,3.6,264,118.0,7,60,3.7818181818181817,409.09090909090907,10
779,34,107,2023-09-14 00:00:00,28,81,Books,783,3.8,364,81.0,8,104,4.023076923076923,546.0,9
780,27,107,2023-11-27 00:00:00,22,92,Books,783,3.8,264,92.0,9,30,3.9250000000000003,480.4166666666667,11
781,100,110,2023-08-10 00:00:00,26,107,Toys,29,3.5,286,107.0,6,139,3.9545454545454546,391.09090909090907,8
782,90,104,2023-12-01 00:00:00,16,89,Beauty,30,4.0,176,89.0,6,26,3.9181818181818184,370.09090909090907,12
783,51,104,2023-05-09 00:00:00,28,98,Beauty,30,4.0,224,98.0,6,232,4.0875,447.75,5
784,89,103,2023-09-14 00:00:00,16,137,Home & Kitchen,200,4.2,176,137.0,7,104,4.245454545454546,635.8181818181819,9
785,83,108,2023-04-07 00:00:00,19,96,Sports,727,3.6,171,96.0,6,264,3.9555555555555557,471.55555555555554,4
786,21,104,2023-09-25 00:00:00,23,114,Beauty,30,4.0,345,114.0,8,93,4.073333333333333,369.46666666666664,9
787,95,110,2023-01-30 00:00:00,21,142,Toys,29,3.5,273,142.0,7,331,3.9076923076923076,393.38461538461536,1
788,29,110,2023-03-11 00:00:00,29,113,Toys,29,3.5,261,113.0,7,291,3.7333333333333334,508.77777777777777,3
789,73,106,2023-07-05 00:00:00,15,85,Automotive,855,4.2,165,85.0,8,175,3.872727272727273,436.3636363636364,7
790,19,110,2023-10-14 00:00:00,22,150,Toys,29,3.5,242,150.0,7,74,3.9454545454545453,356.45454545454544,10
791,26,109,2023-10-02 00:00:00,21,146,Music,379,3.1,189,146.0,8,86,3.933333333333333,363.3333333333333,10
792,25,104,2023-04-17 00:00:00,16,80,Beauty,30,4.0,176,80.0,7,254,3.8818181818181823,315.8181818181818,4
793,40,109,2023-01-17 00:00:00,18,131,Music,379,3.1,216,131.0,7,344,4.166666666666667,462.8333333333333,1
794,29,106,2023-12-04 00:00:00,29,113,Automotive,855,4.2,261,113.0,7,23,3.7333333333333334,508.77777777777777,12
795,25,110,2023-07-23 00:00:00,16,80,Toys,29,3.5,176,80.0,7,157,3.8818181818181823,315.8181818181818,7
796,19,101,2023-01-10 00:00:00,22,150,Electronics,500,4.5,242,150.0,7,351,3.9454545454545453,356.45454545454544,1
797,68,108,2023-08-07 00:00:00,26,109,Sports,727,3.6,416,109.0,9,142,3.975,538.4375,8
798,45,101,2023-03-18 00:00:00,15,133,Electronics,500,4.5,105,133.0,5,284,4.228571428571429,415.57142857142856,3
799,84,102,2023-07-12 00:00:00,24,136,Clothing,50,3.8,336,136.0,8,168,4.128571428571428,385.85714285714283,7
800,46,107,2023-08-20 00:00:00,17,145,Books,783,3.8,153,145.0,6,129,3.9000000000000004,501.3333333333333,8
801,55,107,2023-09-04 00:00:00,22,120,Books,783,3.8,220,120.0,7,114,3.8299999999999996,448.1,9
802,1,105,2023-11-30 00:00:00,25,120,Electronics,800,4.8,500,120.0,9,27,4.04,471.7,11
803,11,106,2023-12-10 00:00:00,26,124,Automotive,855,4.2,312,124.0,5,17,3.7916666666666665,405.0,12
804,68,108,2023-05-02 00:00:00,26,109,Sports,727,3.6,416,109.0,9,239,3.975,538.4375,5
805,7,107,2023-12-30 00:00:00,30,108,Books,783,3.8,330,108.0,6,-3,3.7545454545454544,374.1818181818182,12
806,92,101,2023-06-03 00:00:00,24,113,Electronics,500,4.5,360,113.0,8,207,3.9266666666666667,363.73333333333335,6
807,100,102,2023-04-22 00:00:00,26,107,Clothing,50,3.8,286,107.0,6,249,3.9545454545454546,391.09090909090907,4
808,58,107,2023-03-18 00:00:00,24,85,Books,783,3.8,216,85.0,5,284,3.8333333333333335,443.44444444444446,3
809,71,107,2023-01-25 00:00:00,27,85,Books,783,3.8,270,85.0,6,336,4.39,644.3,1
810,20,105,2023-09-19 00:00:00,21,99,Electronics,800,4.8,210,99.0,8,99,3.97,505.6,9
811,35,103,2023-02-04 00:00:00,23,90,Home & Kitchen,200,4.2,230,90.0,6,326,3.8,256.4,2
812,51,103,2023-03-18 00:00:00,28,98,Home & Kitchen,200,4.2,224,98.0,6,284,4.0875,447.75,3
813,21,105,2023-07-07 00:00:00,23,114,Electronics,800,4.8,345,114.0,8,173,4.073333333333333,369.46666666666664,7
814,44,105,2023-02-13 00:00:00,30,85,Electronics,800,4.8,390,85.0,8,317,3.8153846153846156,412.15384615384613,2
815,1,104,2023-11-12 00:00:00,25,120,Beauty,30,4.0,500,120.0,9,45,4.04,471.7,11
816,67,102,2023-10-05 00:00:00,29,144,Clothing,50,3.8,261,144.0,6,83,3.811111111111111,444.1111111111111,10
817,98,101,2023-12-31 00:00:00,29,102,Electronics,500,4.5,232,102.0,5,-4,4.1875,485.375,12
818,13,107,2023-01-13 00:00:00,22,134,Books,783,3.8,264,134.0,7,348,4.083333333333333,430.1666666666667,1
819,16,107,2023-04-09 00:00:00,20,147,Books,783,3.8,80,147.0,4,262,4.0,541.75,4
820,34,101,2023-05-14 00:00:00,28,81,Electronics,500,4.5,364,81.0,8,227,4.023076923076923,546.0,5
821,24,110,2023-10-04 00:00:00,25,123,Toys,29,3.5,250,123.0,6,84,4.13,470.0,10
822,13,109,2023-05-05 00:00:00,22,134,Music,379,3.1,264,134.0,7,236,4.083333333333333,430.1666666666667,5
823,6,110,2023-06-09 00:00:00,27,119,Toys,29,3.5,324,119.0,5,201,3.8166666666666664,272.75,6
824,39,106,2023-12-21 00:00:00,15,130,Automotive,855,4.2,120,130.0,6,6,3.95,543.375,12
825,2,103,2023-10-07 00:00:00,20,90,Home & Kitchen,200,4.2,160,90.0,5,81,3.9375,404.625,10
826,11,110,2023-01-20 00:00:00,26,124,Toys,29,3.5,312,124.0,5,341,3.7916666666666665,405.0,1
827,7,109,2023-03-27 00:00:00,30,108,Music,379,3.1,330,108.0,6,275,3.7545454545454544,374.1818181818182,3
828,7,105,2023-10-31 00:00:00,30,108,Electronics,800,4.8,330,108.0,6,57,3.7545454545454544,374.1818181818182,10
829,39,105,2023-09-20 00:00:00,15,130,Electronics,800,4.8,120,130.0,6,98,3.95,543.375,9
830,76,101,2023-03-10 00:00:00,20,87,Electronics,500,4.5,160,87.0,7,292,4.0625,403.25,3
831,86,103,2023-07-21 00:00:00,25,136,Home & Kitchen,200,4.2,175,136.0,6,159,3.685714285714286,421.57142857142856,7
832,51,106,2023-01-25 00:00:00,28,98,Automotive,855,4.2,224,98.0,6,336,4.0875,447.75,1
833,52,108,2023-08-07 00:00:00,18,93,Sports,727,3.6,216,93.0,6,142,3.891666666666667,389.3333333333333,8
834,3,108,2023-09-30 00:00:00,30,150,Sports,727,3.6,240,150.0,5,88,3.7125,496.25,9
835,77,102,2023-08-15 00:00:00,20,132,Clothing,50,3.8,200,132.0,5,134,4.08,464.2,8
836,30,104,2023-05-31 00:00:00,23,103,Beauty,30,4.0,299,103.0,10,210,3.930769230769231,395.38461538461536,5
837,10,103,2023-05-06 00:00:00,18,147,Home & Kitchen,200,4.2,180,147.0,6,235,3.9799999999999995,519.7,5
838,73,101,2023-01-29 00:00:00,15,85,Electronics,500,4.5,165,85.0,8,332,3.872727272727273,436.3636363636364,1
839,6,104,2023-10-12 00:00:00,27,119,Beauty,30,4.0,324,119.0,5,76,3.8166666666666664,272.75,10
840,54,103,2023-04-24 00:00:00,29,128,Home & Kitchen,200,4.2,406,128.0,7,247,4.171428571428572,385.42857142857144,4
841,66,103,2023-12-24 00:00:00,18,92,Home & Kitchen,200,4.2,198,92.0,7,3,4.209090909090909,472.8181818181818,12
842,44,103,2023-03-31 00:00:00,30,85,Home & Kitchen,200,4.2,390,85.0,8,271,3.8153846153846156,412.15384615384613,3
843,80,104,2023-05-14 00:00:00,19,83,Beauty,30,4.0,285,83.0,7,227,4.133333333333334,347.4,5
844,63,106,2023-03-08 00:00:00,25,112,Automotive,855,4.2,225,112.0,6,294,3.711111111111111,411.77777777777777,3
845,77,102,2023-07-23 00:00:00,20,132,Clothing,50,3.8,200,132.0,5,157,4.08,464.2,7
846,48,108,2023-03-19 00:00:00,23,142,Sports,727,3.6,184,142.0,8,283,3.775,381.625,3
847,77,106,2023-07-04 00:00:00,20,132,Automotive,855,4.2,200,132.0,5,176,4.08,464.2,7
848,22,104,2023-09-19 00:00:00,23,130,Beauty,30,4.0,184,130.0,5,99,3.9,237.5,9
849,19,110,2023-01-30 00:00:00,22,150,Toys,29,3.5,242,150.0,7,331,3.9454545454545453,356.45454545454544,1
850,90,104,2023-04-02 00:00:00,16,89,Beauty,30,4.0,176,89.0,6,269,3.9181818181818184,370.09090909090907,4
851,14,101,2023-11-14 00:00:00,24,80,Electronics,500,4.5,240,80.0,6,43,3.9899999999999998,423.2,11
852,95,107,2023-06-04 00:00:00,21,142,Books,783,3.8,273,142.0,7,206,3.9076923076923076,393.38461538461536,6
853,93,104,2023-10-12 00:00:00,24,84,Beauty,30,4.0,240,84.0,5,76,4.01,371.5,10
854,86,107,2023-04-08 00:00:00,25,136,Books,783,3.8,175,136.0,6,263,3.685714285714286,421.57142857142856,4
855,7,110,2023-04-16 00:00:00,30,108,Toys,29,3.5,330,108.0,6,255,3.7545454545454544,374.1818181818182,4
856,49,106,2023-06-25 00:00:00,16,127,Automotive,855,4.2,160,127.0,8,185,3.9799999999999995,476.7,6
857,41,102,2023-04-20 00:00:00,20,82,Clothing,50,3.8,180,82.0,6,251,3.7666666666666666,293.77777777777777,4
858,27,110,2023-09-18 00:00:00,22,92,Toys,29,3.5,264,92.0,9,100,3.9250000000000003,480.4166666666667,9
859,31,104,2023-09-25 00:00:00,16,92,Beauty,30,4.0,192,92.0,6,93,4.016666666666667,312.9166666666667,9
860,6,104,2023-06-29 00:00:00,27,119,Beauty,30,4.0,324,119.0,5,181,3.8166666666666664,272.75,6
861,16,110,2023-04-10 00:00:00,20,147,Toys,29,3.5,80,147.0,4,261,4.0,541.75,4
862,64,108,2023-10-10 00:00:00,19,142,Sports,727,3.6,114,142.0,5,78,3.9499999999999997,662.8333333333334,10
863,38,109,2023-01-16 00:00:00,18,118,Music,379,3.1,180,118.0,6,345,3.62,290.8,1
864,60,105,2023-08-09 00:00:00,30,143,Electronics,800,4.8,210,143.0,6,140,4.042857142857143,426.57142857142856,8
865,96,108,2023-12-29 00:00:00,22,103,Sports,727,3.6,110,103.0,4,-2,4.1,556.8,12
866,97,109,2023-03-12 00:00:00,26,87,Music,379,3.1,208,87.0,4,290,3.725,614.125,3
867,81,110,2023-09-06 00:00:00,16,141,Toys,29,3.5,240,141.0,9,112,3.966666666666667,396.1333333333333,9
868,33,105,2023-04-06 00:00:00,24,118,Electronics,800,4.8,264,118.0,7,265,3.7818181818181817,409.09090909090907,4
869,63,102,2023-01-03 00:00:00,25,112,Clothing,50,3.8,225,112.0,6,358,3.711111111111111,411.77777777777777,1
870,11,106,2023-10-01 00:00:00,26,124,Automotive,855,4.2,312,124.0,5,87,3.7916666666666665,405.0,10
871,13,101,2023-08-31 00:00:00,22,134,Electronics,500,4.5,264,134.0,7,118,4.083333333333333,430.1666666666667,8
872,94,104,2023-11-18 00:00:00,18,96,Beauty,30,4.0,180,96.0,4,39,4.15,217.9,11
873,65,107,2023-06-10 00:00:00,22,90,Books,783,3.8,154,90.0,4,200,3.5714285714285716,554.8571428571429,6
874,30,104,2023-08-14 00:00:00,23,103,Beauty,30,4.0,299,103.0,10,135,3.930769230769231,395.38461538461536,8
875,91,101,2023-03-10 00:00:00,22,142,Electronics,500,4.5,198,142.0,6,292,4.144444444444444,635.6666666666666,3
876,23,104,2023-12-17 00:00:00,27,100,Beauty,30,4.0,216,100.0,7,10,4.0125,273.5,12
877,20,107,2023-09-18 00:00:00,21,99,Books,783,3.8,210,99.0,8,100,3.97,505.6,9
878,6,110,2023-12-02 00:00:00,27,119,Toys,29,3.5,324,119.0,5,25,3.8166666666666664,272.75,12
879,37,106,2023-05-08 00:00:00,19,86,Automotive,855,4.2,266,86.0,8,233,4.071428571428571,504.85714285714283,5
880,84,102,2023-10-05 00:00:00,24,136,Clothing,50,3.8,336,136.0,8,83,4.128571428571428,385.85714285714283,10
881,6,108,2023-04-13 00:00:00,27,119,Sports,727,3.6,324,119.0,5,258,3.8166666666666664,272.75,4
882,93,104,2023-09-24 00:00:00,24,84,Beauty,30,4.0,240,84.0,5,94,4.01,371.5,9
883,77,105,2023-09-30 00:00:00,20,132,Electronics,800,4.8,200,132.0,5,88,4.08,464.2,9
884,27,108,2023-01-03 00:00:00,22,92,Sports,727,3.6,264,92.0,9,358,3.9250000000000003,480.4166666666667,1
885,84,101,2023-10-30 00:00:00,24,136,Electronics,500,4.5,336,136.0,8,58,4.128571428571428,385.85714285714283,10
886,13,104,2023-07-09 00:00:00,22,134,Beauty,30,4.0,264,134.0,7,171,4.083333333333333,430.1666666666667,7
887,8,106,2023-06-24 00:00:00,20,104,Automotive,855,4.2,240,104.0,7,186,3.8249999999999997,313.75,6
888,53,107,2023-04-21 00:00:00,18,86,Books,783,3.8,108,86.0,4,250,3.6833333333333336,580.8333333333334,4
889,81,107,2023-10-16 00:00:00,16,141,Books,783,3.8,240,141.0,9,72,3.966666666666667,396.1333333333333,10
890,30,108,2023-08-20 00:00:00,23,103,Sports,727,3.6,299,103.0,10,129,3.930769230769231,395.38461538461536,8
891,1,105,2023-07-09 00:00:00,25,120,Electronics,800,4.8,500,120.0,9,171,4.04,471.7,7
892,88,108,2023-10-20 00:00:00,23,97,Sports,727,3.6,322,97.0,8,68,3.8214285714285716,472.64285714285717,10
893,80,103,2023-12-12 00:00:00,19,83,Home & Kitchen,200,4.2,285,83.0,7,15,4.133333333333334,347.4,12
894,75,101,2023-09-22 00:00:00,19,92,Electronics,500,4.5,152,92.0,5,96,4.0,440.625,9
895,4,102,2023-02-17 00:00:00,15,80,Clothing,50,3.8,240,80.0,6,313,4.04375,282.125,2
896,62,107,2023-12-14 00:00:00,30,139,Books,783,3.8,240,139.0,6,13,3.7624999999999997,548.75,12
897,68,106,2023-01-01 00:00:00,26,109,Automotive,855,4.2,416,109.0,9,360,3.975,538.4375,1
898,17,110,2023-06-13 00:00:00,17,86,Toys,29,3.5,119,86.0,4,197,3.685714285714286,449.14285714285717,6
899,74,105,2023-01-27 00:00:00,15,106,Electronics,800,4.8,165,106.0,9,334,3.8363636363636364,357.0,1
900,85,109,2023-07-10 00:00:00,25,142,Music,379,3.1,200,142.0,6,170,4.0125,562.75,7
901,57,108,2023-05-31 00:00:00,16,110,Sports,727,3.6,128,110.0,7,210,3.7625,506.25,5
902,63,109,2023-06-09 00:00:00,25,112,Music,379,3.1,225,112.0,6,201,3.711111111111111,411.77777777777777,6
903,57,107,2023-05-10 00:00:00,16,110,Books,783,3.8,128,110.0,7,231,3.7625,506.25,5
904,49,102,2023-12-16 00:00:00,16,127,Clothing,50,3.8,160,127.0,8,11,3.9799999999999995,476.7,12
905,18,105,2023-09-17 00:00:00,19,137,Electronics,800,4.8,133,137.0,5,101,4.214285714285714,390.42857142857144,9
906,58,109,2023-09-17 00:00:00,24,85,Music,379,3.1,216,85.0,5,101,3.8333333333333335,443.44444444444446,9
907,10,106,2023-12-21 00:00:00,18,147,Automotive,855,4.2,180,147.0,6,6,3.9799999999999995,519.7,12
908,63,102,2023-04-27 00:00:00,25,112,Clothing,50,3.8,225,112.0,6,244,3.711111111111111,411.77777777777777,4
909,80,107,2023-06-14 00:00:00,19,83,Books,783,3.8,285,83.0,7,196,4.133333333333334,347.4,6
910,79,103,2023-01-21 00:00:00,23,80,Home & Kitchen,200,4.2,184,80.0,7,340,3.8875,261.625,1
911,34,108,2023-08-22 00:00:00,28,81,Sports,727,3.6,364,81.0,8,127,4.023076923076923,546.0,8
912,5,106,2023-05-14 00:00:00,22,110,Automotive,855,4.2,242,110.0,6,227,4.109090909090909,559.7272727272727,5
913,17,108,2023-08-05 00:00:00,17,86,Sports,727,3.6,119,86.0,4,144,3.685714285714286,449.14285714285717,8
914,72,110,2023-03-25 00:00:00,17,116,Toys,29,3.5,204,116.0,7,277,3.783333333333333,243.58333333333334,3
915,63,107,2023-07-02 00:00:00,25,112,Books,783,3.8,225,112.0,6,178,3.711111111111111,411.77777777777777,7
916,24,107,2023-08-18 00:00:00,25,123,Books,783,3.8,250,123.0,6,131,4.13,470.0,8
917,92,104,2023-09-17 00:00:00,24,113,Beauty,30,4.0,360,113.0,8,101,3.9266666666666667,363.73333333333335,9
918,8,110,2023-12-06 00:00:00,20,104,Toys,29,3.5,240,104.0,7,21,3.8249999999999997,313.75,12
919,23,110,2023-06-01 00:00:00,27,100,Toys,29,3.5,216,100.0,7,209,4.0125,273.5,6
920,99,104,2023-02-18 00:00:00,17,110,Beauty,30,4.0,153,110.0,5,312,4.1,499.22222222222223,2
921,31,105,2023-12-17 00:00:00,16,92,Electronics,800,4.8,192,92.0,6,10,4.016666666666667,312.9166666666667,12
922,81,105,2023-06-08 00:00:00,16,141,Electronics,800,4.8,240,141.0,9,202,3.966666666666667,396.1333333333333,6
923,28,102,2023-08-06 00:00:00,22,95,Clothing,50,3.8,132,95.0,4,143,3.8333333333333335,248.66666666666666,8
924,48,104,2023-05-21 00:00:00,23,142,Beauty,30,4.0,184,142.0,8,220,3.775,381.625,5
925,12,110,2023-01-05 00:00:00,18,125,Toys,29,3.5,162,125.0,6,356,3.6555555555555554,258.55555555555554,1
926,88,106,2023-08-29 00:00:00,23,97,Automotive,855,4.2,322,97.0,8,120,3.8214285714285716,472.64285714285717,8
927,79,102,2023-07-24 00:00:00,23,80,Clothing,50,3.8,184,80.0,7,156,3.8875,261.625,7
928,31,110,2023-04-22 00:00:00,16,92,Toys,29,3.5,192,92.0,6,249,4.016666666666667,312.9166666666667,4
929,91,108,2023-07-22 00:00:00,22,142,Sports,727,3.6,198,142.0,6,158,4.144444444444444,635.6666666666666,7
930,35,106,2023-09-10 00:00:00,23,90,Automotive,855,4.2,230,90.0,6,108,3.8,256.4,9
931,55,105,2023-07-01 00:00:00,22,120,Electronics,800,4.8,220,120.0,7,179,3.8299999999999996,448.1,7
932,82,103,2023-08-27 00:00:00,30,147,Home & Kitchen,200,4.2,360,147.0,7,122,4.133333333333334,501.75,8
933,36,101,2023-05-19 00:00:00,24,86,Electronics,500,4.5,336,86.0,7,222,3.935714285714286,435.7857142857143,5
